-117.824394	69	8
-117.818500008	68.910473844	8
-117.812652827	68.8209358729	8
-117.806851904	68.7313865243	8
-117.80109669	68.6418262366	8
-117.795386649	68.5522554481	8
-117.789721249	68.4626745976	8
-117.784099971	68.373084124	8
-117.778522301	68.2834844665	8
-117.772987733	68.1938760646	8
-117.76749577	68.1042593579	8
-117.762045921	68.0146347862	8
-117.756637705	67.9250027896	8
-117.751270646	67.8353638084	8
-117.745944276	67.7457182829	8
-117.740658134	67.6560666538	8
-117.735411767	67.5664093616	9
-117.730204727	67.4767468473	9
-117.725036574	67.3870795518	10
-117.719906874	67.2974079162	10
-117.714815199	67.2077323816	10
-117.709761128	67.1180533892	11
-117.704744247	67.0283713805	11
-117.699764146	66.9386867967	11
-117.694820422	66.8490000793	11
-117.689912679	66.7593116697	11
-117.685040525	66.6696220094	12
-117.680203574	66.5799315399	12
-117.675401447	66.4902407027	12
-117.670633768	66.4005499391	12
-117.665900168	66.3108596907	12
-117.661200284	66.2211703989	12
-117.656533757	66.1314825049	12
-117.651900232	66.0417964501	12
-117.647299361	65.9521126755	12
-117.6427308	65.8624316224	12
-117.63819421	65.7727537318	12
-117.633689256	65.6830794444	12
-117.629215609	65.593409201	12
-117.624772944	65.5037434423	12
-117.620360939	65.4140826087	12
-117.61597928	65.3244271404	12
-117.611627653	65.2347774776	12
-117.607305751	65.1451340602	12
-117.60301327	65.0554973279	12
-117.598749912	64.9658677201	12
-117.594515381	64.8762456761	12
-117.590309385	64.786631635	12
-117.586131638	64.6970260355	12
-117.581981855	64.6074293161	12
-117.577859756	64.5178419149	12
-117.573765067	64.42826427	12
-117.569697513	64.3386968189	12
-117.565656827	64.249139999	12
-117.561642744	64.1595942471	12
-117.557655	64.07006	12
-117.554064828	63.9795717	12
-117.550497454	63.8890742707	11
-117.546952664	63.7985681635	11
-117.543430243	63.7080538298	11
-117.539929981	63.6175317215	11
-117.536451668	63.5270022904	11
-117.532995099	63.4364659887	11
-117.52956007	63.3459232689	11
-117.526146382	63.2553745835	11
-117.522753835	63.1648203852	11
-117.519382235	63.0742611268	11
-117.516031387	62.9836972615	11
-117.512701101	62.8931292423	11
-117.509391188	62.8025575226	11
-117.506101461	62.7119825555	11
-117.502831737	62.6214047947	11
-117.499581834	62.5308246936	11
-117.496351572	62.4402427057	11
-117.493140773	62.3496592848	11
-117.489949263	62.2590748844	11
-117.486776867	62.1684899583	11
-117.483623415	62.0779049601	11
-117.480488738	61.9873203434	11
-117.477372668	61.896736562	11
-117.47427504	61.8061540695	10
-117.471195692	61.7155733193	10
-117.468134461	61.6249947651	10
-117.465091188	61.5344188602	10
-117.462065717	61.4438460581	10
-117.45905789	61.3532768118	11
-117.456067554	61.2627115746	11
-117.453094558	61.1721507994	11
-117.45013875	61.0815949392	12
-117.447199982	60.9910444465	12
-117.444278107	60.9004997739	12
-117.441372981	60.8099613739	12
-117.438484458	60.7194296984	12
-117.435612398	60.6289051995	12
-117.43275666	60.5383883288	12
-117.429917106	60.4478795379	12
-117.427093598	60.357379278	12
-117.424286	60.266888	12
-117.411416656	60.1769574361	12
-117.398615535	60.0870111164	12
-117.385882097	59.9970494936	12
-117.373215809	59.9070730208	12
-117.36061614	59.8170821514	12
-117.348082569	59.7270773393	12
-117.335614578	59.6370590384	12
-117.323211654	59.547027703	12
-117.310873292	59.4569837876	12
-117.298598988	59.366927747	12
-117.286388247	59.2768600363	12
-117.274240577	59.1867811107	13
-117.262155493	59.0966914257	13
-117.250132512	59.0065914368	13
-117.238171158	58.9164816	13
-117.22627096	58.8263623713	13
-117.21443145	58.7362342069	13
-117.202652167	58.6460975631	13
-117.190932654	58.5559528963	13
-117.179272457	58.4658006632	13
-117.167671129	58.3756413205	13
-117.156128225	58.285475325	13
-117.144643306	58.1953031336	13
-117.133215938	58.1051252032	13
-117.121845689	58.014941991	13
-117.110532134	57.924753954	13
-117.09927485	57.8345615494	13
-117.08807342	57.7443652342	13
-117.07692743	57.6541654658	13
-117.065836469	57.5639627012	14
-117.054800132	57.4737573977	14
-117.043818018	57.3835500123	14
-117.032889729	57.2933410023	14
-117.02201487	57.2031308246	14
-117.011193052	57.1129199362	14
-117.000423888	57.0227087941	14
-116.989706995	56.9324978551	14
-116.979041996	56.842287576	14
-116.968428514	56.7520784134	14
-116.957866177	56.6618708237	14
-116.947354619	56.5716652635	14
-116.936893473	56.4814621887	14
-116.92648238	56.3912620556	14
-116.91612098	56.3010653201	14
-116.905808921	56.2108724377	14
-116.895545851	56.120683864	14
-116.885331423	56.0305000543	14
-116.875165291	55.9403214636	14
-116.865047116	55.8501485467	14
-116.854976559	55.7599817583	14
-116.844953285	55.6698215526	13
-116.834976963	55.5796683836	13
-116.825047265	55.489522705	13
-116.815163864	55.3993849704	13
-116.805326438	55.3092556328	13
-116.795534668	55.219135145	13
-116.785788238	55.1290239594	14
-116.776086833	55.0389225282	15
-116.766430143	54.9488313032	15
-116.756817861	54.8587507355	15
-116.74724968	54.7686812763	16
-116.737725299	54.6786233761	16
-116.728244418	54.5885774851	16
-116.718806741	54.4985440529	16
-116.709411972	54.4085235288	16
-116.700059822	54.3185163617	16
-116.69075	54.228523	16
-116.65697798	54.1414038207	16
-116.623340133	54.05425542	16
-116.589835684	53.9670782784	16
-116.556463863	53.8798728764	15
-116.523223907	53.7926396949	15
-116.490115058	53.7053792147	15
-116.457136564	53.6180919168	15
